Applied,Marks,NextMarks
1,77,78
0,52,56
1,50,50
0,63,76
0,56,68
0,86,93
0,68,78
1,77,80
0,95,98
0,60,68
1,67,67
0,58,65
1,98,98
0,74,92
1,83,98
0,83,98
0,64,99
0,92,97
0,83,87
1,97,97
0,80,88
1,97,99
0,94,97
0,89,98
0,72,81
1,94,95
0,67,88
0,67,98
1,76,79
0,64,86
0,92,95
0,72,95
1,79,81
0,73,87
0,79,90
0,60,79
1,69,69
1,96,96
0,54,62
0,51,70
0,88,98
0,74,98
0,82,87
1,94,96
1,72,80
0,59,87
0,94,99
1,98,99
1,97,97
1,88,90
0,63,84
1,98,99
0,73,82
0,95,97
1,82,86
1,92,99
0,52,75
0,88,95
1,91,91
0,64,66
0,73,77
1,63,63
1,99,99
0,71,76
0,88,98
1,74,74
0,84,95
0,62,94
0,63,87
0,51,64
0,68,99
0,60,96
0,83,98
0,69,85
0,63,70
0,85,88
0,60,75
1,97,97
0,94,97
0,73,82
0,94,99
1,69,80
0,58,91
1,94,96
0,88,96
0,70,88
1,98,99
0,65,97
0,58,86
0,88,94
0,66,98
0,68,87
0,94,98
1,99,99
0,51,67
0,85,92
1,64,71
0,70,98
0,83,88
0,69,91
0,53,76
0,78,90
0,53,59
0,58,81
0,55,88
0,91,94
0,70,91
1,82,83
1,98,99
0,76,98
0,51,75
0,83,92
1,90,91
1,66,66
1,88,88
0,61,77
0,79,87
0,70,79
0,60,90
1,95,96
0,50,78
0,54,65
1,76,76
1,99,99
0,75,84
0,64,90
0,56,78
1,75,78
1,80,80
0,83,84
1,71,91
0,75,87
1,87,94
1,65,67
0,91,94
0,65,86
1,90,90
0,71,92
0,77,94
1,76,76
1,94,99
0,74,96
0,75,96
0,55,83
0,84,98
0,69,84
0,67,94
0,54,93
1,96,96
1,88,94
0,92,98
1,86,86
1,93,93
1,96,97
0,57,65
0,50,92
1,83,86
1,96,98
0,59,66
1,99,99
0,66,88
1,79,81
1,95,97
1,80,80
0,56,82
0,81,85
0,77,97
0,74,77
0,68,99
0,58,78
0,91,95
0,53,84
0,90,99
0,67,95
1,87,88
1,71,83
0,78,84
1,93,93
0,69,78
0,50,56
0,84,96
0,68,81
1,63,63
1,98,99
0,79,85
1,66,67
0,71,88
0,96,97
0,77,83
0,70,94
0,71,72
0,55,75
0,65,67
0,84,95
0,91,99
0,79,97
0,91,99
1,78,79
0,60,64
1,94,94
0,89,95
1,95,96
0,92,98
0,82,95
0,65,76
0,68,75
0,70,94
0,76,77
1,80,83
0,82,91
0,59,79
0,72,95
0,52,63
0,78,98
1,89,93
0,74,89
1,76,76
0,51,88
1,65,66
0,95,97
0,59,75
0,76,86
0,53,56
1,94,95
0,56,82
0,57,63
0,50,92
0,57,70
1,79,79
0,53,81
0,59,68
0,77,93
1,99,99
0,62,81
1,97,98
1,84,87
1,72,78
0,79,96
0,84,99
0,90,98
1,87,87
0,51,66
1,99,99
0,60,73
0,53,65
0,87,96
1,76,76
0,74,80
1,88,95
1,78,78
0,77,91
1,60,64
0,87,98
0,65,82
0,72,86
0,82,90
1,89,90
0,89,98
1,74,75
0,52,64
0,57,68
0,89,98
1,75,75
0,52,77
0,91,99
0,63,96
0,95,97
0,78,83
0,87,98
1,69,71
1,77,90
0,94,97
0,84,89
0,66,88
0,61,85
0,55,96
0,94,99
0,59,61
0,72,87
0,53,62
0,93,95
0,59,90
0,87,94
0,93,96
1,81,85
0,61,81
1,85,86
1,97,99
1,95,95
0,97,99
1,84,86
0,81,91
0,76,84
1,95,97
0,81,91
1,78,78
0,75,93
1,95,98
1,76,77
1,99,99
0,83,86
0,83,94
0,63,78
0,68,91
0,60,91
0,73,77
0,75,91
0,64,81
0,60,93
0,81,90
0,60,81
0,61,69
0,82,91
1,91,92
0,86,96
0,78,93
0,65,97
0,76,89
0,71,78
0,76,99
1,50,51
0,84,90
0,51,76
0,65,75
0,50,65
0,71,98
0,82,91
1,87,98
0,84,87
1,94,94
0,74,93
1,60,83
1,67,69
0,63,97
0,75,97
0,87,93
0,59,78
0,78,84
0,65,88
0,73,98
0,56,89
0,64,94
1,79,79
1,83,89
0,51,89
0,98,99
1,98,99
1,76,78
0,53,83
1,82,83
1,84,88
0,68,76
1,76,81
0,57,72
0,67,87
0,70,89
1,70,70
0,84,97
0,85,97
0,71,89
0,70,84
0,64,85
1,93,96
0,51,82
0,64,78
0,77,90
0,97,99
1,89,91
0,59,67
1,99,99
1,98,98
0,54,67
0,83,96
0,65,90
0,86,92
1,72,73
0,70,78
0,71,80
0,50,55
0,55,94
0,76,85
0,85,93
0,66,75
0,84,88
0,80,95
1,98,98
0,90,92
0,71,93
0,87,92
1,93,93
0,59,72
1,58,59
0,59,97
0,93,98
0,71,79
0,56,73
1,97,98
1,90,90
0,92,98
1,64,69
1,71,72
1,61,63
0,67,83
0,82,85
0,81,97
0,86,90
0,63,90
1,90,97
0,86,90
1,95,95
0,69,76
0,54,81
0,92,98
1,88,88
0,83,88
0,63,79
0,91,97
0,81,98
1,80,82
1,93,94
0,78,93
1,59,60
1,94,98
0,70,98
0,54,59
0,77,92
0,76,90
0,65,94
0,87,95
1,67,90
0,74,94
0,53,65
1,99,99
0,63,89
0,60,67
1,93,93
0,60,72
0,77,84
0,90,96
0,82,92
0,52,79
0,87,92
1,81,87
0,74,88
0,67,93
0,54,83
0,77,90
1,56,57
0,57,87
0,78,84
0,83,88
0,53,70
1,91,96
1,93,94
0,69,90
1,96,99
1,89,94
0,62,88
0,78,93
0,70,94
1,84,96
0,68,91
0,71,79
0,59,73
0,67,96
0,83,92
0,57,76
0,53,95
0,56,74
0,91,94
0,57,91
0,60,98
1,99,99
0,53,87
0,54,84
1,87,92
0,82,93
1,94,94
0,90,99
0,61,97
0,85,87
0,69,86
1,99,99
0,92,96
0,77,93
0,76,99
0,75,84
0,63,93
1,95,96
0,60,89
1,85,95
0,50,70
1,98,99
0,72,97
0,51,74
0,53,83
0,64,75
0,59,73
0,84,93
0,68,74
0,56,66
0,51,68
1,79,84
0,68,91
0,56,86
1,93,93
0,56,85
0,60,77
1,81,81
0,64,71
0,83,97
1,55,55
1,96,96
0,58,91
1,96,96
0,94,96
0,89,92
0,84,95
1,97,98
0,79,96
1,99,99
1,79,79
1,93,94
0,52,82
0,79,96
1,57,62
1,92,93
0,57,73
0,76,92
0,76,82
1,97,98
0,67,93
0,95,98
1,87,90
1,94,95
1,98,98
0,90,95
1,98,98
1,52,57
0,78,82
0,56,63
0,58,88
0,53,98
0,60,67
1,97,99
1,92,97
1,95,96
1,52,59
0,92,95
0,53,90
0,75,78
1,87,92
0,53,72
0,60,61
1,51,54
0,57,77
0,77,95
1,68,68
0,51,67
1,94,96
0,80,88
0,74,96
1,91,91
0,77,93
0,87,91
0,68,96
1,70,72
1,72,80
0,55,90
0,56,68
0,72,90
0,91,97
0,64,75
1,67,92
0,68,86
0,56,96
1,95,98
0,63,66
1,50,58
1,88,93
1,94,94
0,78,93
1,99,99
0,72,84
1,87,92
0,85,92
1,94,97
0,80,93
1,80,80
0,59,84
1,74,78
0,66,86
1,98,99
0,58,84
0,58,67
0,69,80
0,97,99
0,57,81
0,60,88
0,81,99
0,72,98
0,77,80
0,78,82
0,59,72
0,76,85
1,96,98
0,84,97
0,68,83
1,90,94
0,92,97
0,74,90
0,71,89
1,99,99
1,77,77
0,70,97
1,89,99
0,89,92
1,75,77
1,91,94
0,82,98
1,86,86
0,61,65
0,75,96
0,68,70
1,97,99
1,89,98
0,72,98
0,57,70
0,87,98
0,54,83
0,91,98
1,97,98
0,61,93
1,84,84
0,86,94
1,99,99
0,82,90
0,71,95
0,61,73
0,68,74
0,76,86
0,73,82
0,54,97
0,72,88
0,78,87
0,75,89
1,97,97
0,62,93
0,65,82
0,71,78
0,68,74
0,66,76
0,57,70
0,88,99
0,77,92
1,82,82
0,66,87
1,84,84
1,92,93
0,90,98
0,51,64
1,93,94
0,85,98
1,87,87
0,86,93
0,77,84
1,97,98
0,85,89
0,96,98
0,69,94
0,93,98
0,66,98
0,51,92
1,77,81
0,52,74
0,70,89
0,68,90
0,54,85
0,88,96
1,95,95
0,58,96
0,91,97
0,64,97
0,71,94
0,56,66
1,81,82
0,59,88
0,72,95
1,50,51
0,70,83
0,69,92
1,98,99
0,53,71
0,62,85
0,69,93
0,82,96
0,78,82
0,63,76
1,90,98
1,99,99
0,76,86
1,87,99
0,71,95
0,97,99
0,86,96
0,74,77
0,72,85
1,51,51
0,92,96
1,83,83
0,83,93
1,91,92
1,69,70
0,80,89
1,93,93
1,61,61
0,74,83
0,51,61
0,66,96
0,66,90
0,50,68
1,97,99
0,51,95
1,93,94
0,58,84
0,87,96
1,76,80
0,68,79
0,96,98
0,51,70
1,87,88
0,67,90
0,73,86
0,89,91
0,64,93
0,62,88
1,80,81
0,82,87
0,92,99
0,59,75
0,88,90
1,72,75
0,51,93
0,89,98
0,74,84
0,61,87
0,57,77
0,85,98
0,58,61
0,70,84
1,78,79
0,53,99
0,91,99
1,96,97
0,65,72
1,91,91
0,82,85
1,80,81
1,67,71
0,54,91
0,54,84
0,73,94
0,83,89
0,51,66
1,64,81
0,74,89
1,78,79
1,97,98
0,77,96
0,87,92
0,87,97
0,89,99
0,69,84
0,76,99
0,55,74
0,62,71
1,98,99
1,96,96
0,51,79
0,58,78
0,63,76
0,77,85
0,59,75
0,56,94
1,73,88
0,89,93
1,97,97
1,94,98
1,91,91
0,78,81
0,52,78
0,83,96
0,90,97
0,82,96
0,63,99
0,96,97
1,71,72
0,83,96
1,91,91
0,70,96
0,56,99
0,87,96
0,81,88
0,56,93
0,80,93
0,62,75
0,69,83
0,63,68
0,92,99
0,76,99
1,75,82
0,87,93
1,94,94
0,74,91
1,98,98
0,66,83
1,93,95
0,51,86
0,51,80
0,64,69
0,80,93
0,77,94
1,95,95
0,59,85
1,83,84
1,98,99
0,96,98
0,79,92
0,68,98
0,64,83
1,61,61
0,88,98
1,98,98
0,66,86
1,94,95
0,80,92
1,86,89
0,67,92
0,76,79
0,77,90
0,74,77
0,63,86
0,59,82
0,80,95
0,82,92
0,69,99
0,60,77
1,87,88
0,66,97
0,76,94
1,78,83
1,98,99
0,69,76
0,82,88
0,71,75
1,75,76
0,69,81
0,82,87
0,76,79
0,74,86
0,53,94
0,66,71
1,75,84
0,62,94
0,54,84
0,81,88
1,60,61
0,55,96
0,57,82
0,52,59
0,75,79
0,51,78
0,65,68
1,95,96
0,65,72
0,91,99
0,52,89
0,64,74
1,61,68
0,72,86
0,62,97
1,98,99
0,51,64
0,57,86
0,92,94
0,79,93
0,93,99
0,54,84
1,98,98
0,86,91
1,85,94
0,82,96
1,94,98
0,52,85
0,78,87
0,53,71
0,56,92
0,76,99
0,79,83
0,95,98
0,56,89
0,77,98
0,70,74
0,52,56
0,59,96
0,66,99
0,57,81
0,57,97
0,86,92
0,52,94
0,55,93
0,89,93
0,88,99
0,55,69
0,56,72
1,73,85
1,80,80
0,91,93
0,54,96
0,79,95
1,87,87
1,75,81
0,59,70
0,73,90
1,73,91
1,81,83
0,64,87
0,82,90
0,61,86
0,71,83
1,81,81
1,98,98
0,76,81
0,91,95
0,50,72
1,97,97
1,90,92
0,76,91
0,93,97
0,89,97
0,92,98
0,52,89
0,77,95
0,89,99
0,52,91
0,81,92
0,88,98
1,93,96
0,96,97
1,88,99
0,72,84
0,68,89
1,79,79
0,84,98
0,57,84
0,73,88
0,88,97
0,68,80
0,85,90
0,71,87
1,90,94
0,73,99
0,74,99
0,82,97
0,58,77
0,65,71
0,71,86
0,74,79
0,63,87
0,81,89
0,69,88
0,66,74
1,97,99
0,88,99
0,68,73
0,61,67
0,75,83
1,70,70
0,95,98
0,56,93
0,56,93
0,52,81
0,73,82
0,87,98
0,59,86
0,86,95
0,71,85
0,76,96
1,71,71
1,62,94
0,83,97
0,79,91
0,87,95
0,82,93
0,76,99
1,92,93
0,52,84
1,99,99
1,97,97
1,91,91
1,67,68
1,59,59
0,53,99
0,72,89
0,53,62
1,87,88
1,97,99
0,60,80
0,73,86
0,92,98
0,90,98
0,79,81
1,69,72
0,57,95
0,50,97
0,63,86
0,57,76
0,61,63
0,67,90
0,59,90
0,69,71
0,69,99
0,74,79
0,61,94
1,99,99
0,75,85
1,96,97
0,61,97
0,91,99
0,60,89
1,86,86
0,83,89
0,72,92
0,55,59
1,79,98
0,52,62
0,61,84
0,94,98
0,88,96
0,56,69
0,87,94
0,57,64
1,93,97
0,65,94
0,65,87
0,86,98
1,89,89
0,70,76
1,72,75
0,86,96
1,99,99
1,98,98
1,97,99
1,99,99
0,68,95
0,75,82
0,70,76
0,63,66
0,65,87
0,92,97
1,87,91
0,66,80
1,95,96
0,89,98
0,67,76
0,79,86
0,93,99
1,78,89
0,90,99
0,90,92
0,71,90
0,57,66
0,86,98
1,98,99
0,73,99
0,88,92
1,93,94
0,76,98
1,97,98
0,52,91
1,85,85
0,75,91
1,91,99
0,87,92
0,84,98
0,50,71
0,74,76
0,68,81
0,73,79
1,97,98
0,54,69
1,98,98
0,75,92
0,61,74
1,87,87
0,54,74
0,80,97
0,87,95
1,98,99
0,61,77
1,95,95
0,95,98
0,86,97
0,94,96
1,97,97
0,90,98
0,79,98
0,60,99
0,95,97
0,80,98
0,68,88
0,77,97
0,95,99
0,62,99
1,99,99
0,65,96
1,94,98
0,62,80
0,67,93
1,91,92
1,99,99
0,66,95
0,82,86
1,96,96
0,75,78
0,64,70
0,57,89
1,87,94
0,57,83
0,69,90
0,68,89
1,97,97
0,72,96
0,69,82
1,64,67
0,83,91
0,93,99
1,92,92
1,94,94
0,92,99
1,70,70
1,73,75
0,68,98
0,63,91
0,84,91
0,92,99
0,85,97
0,77,94
0,54,77
1,97,97
1,88,88
0,95,99
0,70,84
0,65,74
0,91,96
0,86,87
0,82,94
0,56,97
0,56,61
0,83,97
1,85,88
1,79,80
0,82,85
0,55,59
1,86,87
0,63,99
0,77,82
0,90,97
1,66,66
0,87,91
0,53,59
0,76,80
0,53,64
0,56,76
1,77,79
0,92,98
0,95,99
1,53,54
0,75,86
0,75,96
0,50,74
0,72,84
0,64,95
0,94,97
0,64,98
1,73,74
0,66,77
0,50,83
0,92,97
1,93,95
0,73,87
0,60,72
1,74,76
1,96,96
0,81,84
0,70,79
0,61,97
0,94,96
1,98,98
0,81,93
0,50,58
0,57,98
0,79,89
0,57,78
0,58,72
1,96,96
0,95,98
0,92,95
0,84,90
0,88,97
0,60,88
1,72,72
0,88,95
0,56,69
1,93,95
0,80,96
1,89,89
0,64,94
0,50,68
0,62,77
0,53,72
0,72,79
0,72,93
0,58,91
0,78,95
0,55,73
0,94,97
0,84,98
0,59,89
1,79,79
0,55,65
0,79,97
0,66,90
0,65,87
0,52,89
0,91,98
1,81,98
0,96,98
0,67,98
0,68,90
0,89,99
1,81,97
1,81,82
1,99,99
0,76,98
0,59,88
0,54,73
1,53,54
0,78,87
0,54,61
0,52,87
0,59,91
1,97,98
1,71,93
0,66,89
0,65,72
0,66,90
0,87,93
0,62,66
1,99,99
1,62,66
0,72,83
1,69,93
0,90,97
0,81,98
0,60,73
0,73,84
1,86,87
0,80,95
0,57,69
0,77,84
0,77,85
0,58,93
0,61,67
1,98,99
0,50,87
0,93,96
0,70,82
0,80,85
0,95,99
0,78,82
0,52,75
1,82,93
0,58,62
0,56,68
1,99,99
0,52,88
0,87,92
0,53,98
1,98,99
1,97,98
1,84,88
0,62,98
0,57,67
0,65,84
1,95,97
1,58,71
0,73,84
0,88,96
0,77,82
0,56,65
0,54,87
0,72,78
0,93,98
0,72,75
0,76,78
0,55,72
0,55,82
1,93,97
1,96,97
0,81,87
0,86,94
1,89,89
0,74,93
1,87,87
0,66,81
0,90,92
0,90,95
0,86,91
1,96,98
1,84,84
1,99,99
0,74,78
0,89,97
0,96,97
0,59,68
0,67,96
0,59,73
1,92,92
0,71,84
1,97,98
0,71,75
1,99,99
0,89,97
1,93,98
1,98,99
0,57,87
0,54,97
0,81,90
0,71,87
0,54,93
0,81,96
1,59,60
1,89,95
0,75,84
0,90,99
0,73,82
0,96,98
0,57,71
1,84,85
0,71,92
0,60,72
1,75,78
0,83,96
1,95,96
0,84,91
1,80,81
0,84,97
0,59,68
1,99,99
1,97,98
0,54,60
1,87,90
0,67,93
1,66,66
1,91,91
0,59,73
0,57,95
1,88,90
0,63,65
1,96,96
1,70,82
0,96,98
0,94,96
0,78,92
1,84,88
0,72,83
1,98,99
1,62,68
0,70,87
0,75,94
0,65,89
0,62,72
0,90,93
0,92,98
1,59,63
0,74,99
0,77,89
0,72,75
0,82,84
0,75,81
1,70,79
1,76,81
1,79,80
0,61,85
1,95,99
0,85,90
1,90,91
0,83,98
0,88,94
1,96,97
0,89,95
0,90,99
1,89,96
1,60,61
0,59,71
0,82,92
0,65,91
0,70,77
0,63,87
1,93,93
0,63,97
0,68,86
0,67,79
1,99,99
1,93,94
0,70,90
0,79,90
0,54,76
0,56,91
0,72,84
1,72,72
0,81,89
0,86,90
1,60,60
1,98,98
1,53,55
0,64,97
0,59,80
1,59,60
0,59,98
0,67,71
0,64,65
1,91,92
1,99,99
0,73,98
0,61,86
0,78,88
0,74,85
1,62,62
1,87,88
1,99,99
0,62,85
0,82,87
1,79,84
1,98,99
1,92,98
0,69,91
1,96,96
0,65,85
1,79,89
0,53,63
0,85,89
1,74,82
1,99,99
0,65,88
0,66,81
0,57,99
0,59,71
1,91,91
0,81,92
1,68,71
1,74,74
0,63,94
0,96,99
0,72,99
0,92,98
0,51,79
0,97,98
0,74,82
0,91,99
0,78,91
1,56,59
0,95,99
1,99,99
1,64,65
0,65,88
0,69,77
0,55,80
0,92,95
1,84,85
0,79,81
0,66,87
0,80,93
0,86,88
0,71,76
0,70,85
1,74,74
1,94,94
0,90,94
0,51,77
0,70,73
1,87,87
0,97,99
1,61,65
0,89,99
0,81,85
0,66,72
0,65,72
0,89,92
0,82,87
0,89,97
0,56,64
1,51,62
0,75,85
1,90,92
0,89,94
0,92,98
0,57,99
0,55,63
1,92,94
0,75,98
0,91,98
0,88,97
0,59,66
0,77,96
0,92,95
0,90,99
0,53,86
0,67,98
0,62,73
0,86,95
0,61,97
0,71,79
0,55,90
1,99,99
0,97,99
0,67,79
0,70,74
0,81,86
0,52,81
1,56,63
0,66,95
1,78,92
1,89,90
1,93,93
1,71,91
0,94,98
0,75,79
0,78,81
0,81,95
0,64,99
0,50,77
1,92,93
0,64,73
0,72,83
1,94,94
1,69,70
0,71,97
0,63,80
0,54,63
0,79,91
1,51,51
1,91,93
1,98,99
0,91,94
0,59,97
1,96,97
0,55,59
1,99,99
1,60,62
0,80,87
0,76,85
1,98,99
0,68,82
0,64,87
1,98,98
0,53,67
0,53,76
0,81,90
0,80,88
0,69,97
1,63,64
0,92,99
0,84,89
1,98,99
0,58,84
1,80,81
0,93,98
0,54,95
0,85,88
1,86,99
0,82,94
0,83,85
0,68,82
0,63,98
0,77,88
0,90,98
0,73,92
0,92,97
0,60,96
1,86,86
1,76,78
1,92,95
1,89,89
1,98,99
0,55,85
0,87,94
0,55,99
0,64,99
1,99,99
0,68,73
0,69,84
0,92,97
0,97,99
0,66,68
1,99,99
0,72,93
0,71,80
1,90,91
0,87,99
0,55,80
0,78,91
1,57,59
1,71,79
0,69,89
1,96,96
0,63,67
1,95,99
1,78,78
0,86,88
1,67,69
0,64,76
0,51,72
0,64,78
0,55,73
0,57,80
0,93,98
0,91,94
1,99,99
0,70,98
0,71,79
0,51,71
1,93,98
1,86,87
0,68,77
0,92,93
0,79,97
1,53,53
0,94,96
1,65,81
0,97,98
1,82,86
0,96,98
0,66,91
1,99,99
0,56,73
0,84,97
0,66,86
0,56,91
1,74,74
1,97,98
1,68,74
1,95,99
1,96,98
1,85,88
1,92,92
0,94,98
0,71,92
0,54,81
0,53,66
0,80,93
1,65,98
0,68,74
0,82,93
0,91,95
0,79,97
1,75,95
1,91,92
0,72,77
0,70,85
0,94,95
0,54,73
0,92,94
0,78,81
0,84,97
0,71,79
0,75,80
1,91,92
0,88,98
1,98,98
0,55,88
0,86,98
0,59,95
0,93,95
0,83,90
1,94,99
0,66,90
0,60,62
1,94,95
0,81,94
0,68,99
1,93,93
1,89,91
1,83,84
0,62,74
0,51,96
1,75,76
0,76,82
0,92,98
0,92,94
0,50,54
0,53,96
1,69,90
0,92,94
1,67,68
0,60,85
0,61,82
0,67,90
0,87,93
0,59,90
0,65,93
0,77,95
0,66,79
0,88,97
1,97,98
0,89,96
1,99,99
0,67,80
0,60,80
0,82,92
1,71,72
0,50,55
1,76,76
1,91,91
0,65,90
1,68,70
1,86,87
0,76,92
0,92,97
0,58,98
0,88,96
0,77,82
0,55,74
0,96,99
0,78,96
0,54,87
0,78,89
1,93,95
0,53,89
0,64,77
0,83,95
1,85,88
0,72,93
0,58,85
0,93,95
0,57,99
1,88,89
1,57,65
0,87,92
0,90,95
0,83,91
1,81,93
0,64,72
0,50,97
0,70,97
0,59,71
0,50,57
1,83,92
1,98,98
0,92,94
0,77,94
0,77,98
1,91,94
0,83,94
0,62,81
0,61,65
0,56,91
0,58,90
0,70,77
0,84,92
0,66,94
1,75,75
0,79,85
1,59,73
1,76,89
0,58,75
1,85,91
0,75,83
0,83,85
0,79,87
0,82,87
1,89,90
1,94,95
1,97,97
0,57,92
1,72,94
0,65,98
1,98,98
0,53,55
1,99,99
1,63,64
0,63,67
0,57,97
0,87,98
0,83,87
0,91,95
0,87,93
1,96,97
1,99,99
0,51,87
1,95,98
0,88,99
1,99,99
0,59,85
1,55,75
1,86,86
1,72,81
0,73,94
1,52,52
0,89,97
0,88,99
0,89,97
0,91,98
0,54,70
0,69,97
1,96,99
0,85,97
0,91,97
0,64,74
0,53,78
1,94,94
0,54,56
0,90,96
1,97,97
1,68,68
1,98,99
0,54,87
1,95,96
1,54,72
1,87,88
1,99,99
0,76,97
0,94,98
0,55,76
0,87,94
1,98,99
0,98,99
1,74,85
0,51,74
0,71,99
1,69,90
0,65,71
0,95,97
1,77,83
1,85,87
0,71,79
0,66,83
0,84,97
0,85,92
1,99,99
1,90,93
0,85,93
0,92,95
0,83,99
0,68,90
0,80,98
1,97,97
1,65,66
0,73,87
0,81,90
1,97,99
1,98,98
0,74,86
1,82,82
0,72,78
0,79,83
1,87,91
0,60,64
0,58,62
0,62,76
0,61,74
0,61,96
0,51,86
1,94,96
0,51,62
0,65,73
0,74,95
0,55,98
0,69,92
0,83,99
1,93,98
0,66,83
1,98,99
1,62,85
1,97,98
0,55,90
0,73,93
0,52,97
0,58,96
0,85,92
0,76,79
0,50,80
1,90,93
1,77,84
0,60,90
0,95,99
0,72,91
1,68,68
0,62,75
0,75,90
0,85,90
1,81,88
1,88,92
0,82,96
1,82,97
0,96,98
0,84,98
1,89,92
0,58,81
0,76,84
0,78,97
0,63,93
0,87,95
0,96,97
0,67,97
0,64,83
0,55,96
1,97,97
0,69,91
0,81,91
0,62,98
0,67,89
0,56,71
0,50,71
1,94,94
0,51,76
0,88,96
1,63,67
0,78,92
0,69,89
0,61,67
1,97,98
0,58,90
1,94,94
1,96,97
0,61,82
0,61,78
0,66,97
0,63,70
1,98,99
0,83,97
0,89,99
0,64,98
1,80,98
1,74,79
0,50,94
0,82,99
0,57,90
1,88,88
0,54,99
0,59,68
0,54,72
0,58,85
0,63,99
0,96,99
0,63,67
1,99,99
1,78,78
0,70,75
1,98,98
1,80,81
0,90,96
1,82,82
1,98,98
0,78,95
0,90,96
1,83,97
0,81,89
1,99,99
0,69,88
0,76,95
1,91,92
0,68,98
0,66,84
0,64,97
0,52,81
1,57,95
1,98,99
0,56,84
1,94,97
1,86,93
1,94,98
0,93,98
0,85,96
0,83,93
1,79,79
0,85,92
1,97,98
0,52,82
0,53,56
0,62,79
0,73,95
0,52,79
1,98,98
0,75,83
1,98,99
0,72,89
0,76,93
0,68,99
0,96,99
0,91,97
0,90,93
1,71,96
0,80,90
0,83,91
0,62,83
0,80,91
0,72,78
1,51,58
0,58,68
0,57,69
1,85,93
0,71,99
0,68,96
0,54,73
0,56,99
0,61,79
0,56,88
1,99,99
1,99,99
0,85,96
0,66,84
0,59,69
1,60,61
1,76,76
0,63,68
0,92,97
0,70,74
0,71,83
0,57,86
0,56,71
1,96,96
0,52,70
0,77,92
0,97,99
0,58,62
0,62,92
0,61,98
0,56,89
0,76,99
0,89,96
0,55,93
0,67,84
0,56,98
0,90,95
0,63,94
0,79,83
0,91,95
0,64,81
0,82,86
0,73,95
0,55,92
0,87,98
1,70,72
0,60,77
0,76,89
0,83,87
0,82,86
0,95,98
1,98,99
0,54,80
1,80,80
0,73,82
1,55,56
0,50,66
0,56,79
0,88,93
1,88,98
0,62,77
0,66,75
1,87,87
0,72,73
0,65,94
1,78,78
0,70,92
0,92,96
0,82,97
0,74,77
0,75,86
0,63,90
0,77,86
1,68,68
0,83,86
0,50,98
0,91,98
1,59,60
0,57,62
0,77,80
0,92,97
0,78,85
0,68,72
0,95,99
0,58,96
0,72,99
0,85,95
0,95,97
0,90,92
0,52,80
0,90,98
0,59,78
0,61,76
0,93,96
0,70,98
0,71,95
0,78,98
0,57,82
0,83,89
1,93,94
0,63,68
1,96,98
0,58,98
0,81,92
1,96,98
1,86,87
0,92,97
0,90,99
0,71,76
0,69,90
1,98,99
0,50,65
0,55,81
1,77,82
0,88,93
0,55,71
0,69,91
0,50,65
1,97,97
0,57,69
0,53,84
0,67,74
0,69,92
0,74,84
0,78,88
0,74,82
1,90,92
0,84,98
1,92,92
1,59,62
0,85,95
0,78,83
0,75,93
0,60,72
1,88,88
0,80,96
0,80,99
0,56,82
1,95,96
0,70,95
0,50,78
1,81,84
0,88,91
1,88,93
1,93,94
0,53,74
0,63,81
0,73,93
1,94,95
0,73,93
0,58,77
0,77,98
1,81,81
1,95,97
0,56,62
0,88,95
0,70,83
0,92,95
0,62,78
0,62,92
0,53,56
0,71,88
0,55,96
0,74,97
1,97,97
1,51,71
0,52,81
0,78,91
0,56,66
0,78,85
0,68,96
0,70,84
1,69,87
0,74,91
0,59,75
0,69,79
0,52,92
0,63,83
1,93,94
0,59,64
1,97,99
1,90,91
1,60,63
1,91,94
0,91,95
0,82,99
0,55,70
1,95,95
1,89,89
0,91,96
0,84,98
0,54,68
0,97,99
0,50,82
0,68,80
1,99,99
0,83,91
0,63,94
0,64,83
0,86,96
1,54,64
1,92,95
0,92,97
0,79,90
1,84,85
0,58,79
0,85,94
0,56,85
0,70,73
0,80,98
0,96,98
1,87,88
1,60,66
1,96,98
1,96,96
0,67,87
0,61,88
0,83,93
1,83,89
0,73,81
0,57,67
0,56,64
0,51,98
1,97,99
0,64,71
1,93,93
0,95,96
1,54,54
1,56,56
0,75,86
1,89,91
0,67,87
0,65,75
1,54,55
0,50,51
0,77,97
0,74,91
1,94,94
0,86,91
0,55,94
1,99,99
0,83,88
0,84,92
1,92,92
1,99,99
1,53,92
0,79,97
0,52,64
0,61,63
0,85,92
0,68,83
1,88,89
0,66,72
0,91,96
0,63,84
0,66,69
1,79,82
0,53,77
1,89,93
0,54,74
0,59,89
0,52,64
0,68,87
1,58,59
1,85,87
0,91,98
0,62,84
0,92,98
1,91,91
0,78,81
1,51,55
0,76,82
0,69,91
0,63,93
1,59,61
1,97,97
0,57,91
0,84,86
0,51,82
0,82,95
0,84,95
0,77,93
0,89,96
1,72,72
0,88,92
0,52,65
0,75,95
1,86,95
1,89,89
0,69,85
0,94,99
0,68,98
1,67,95
0,62,99
0,80,91
0,58,72
1,95,96
1,76,78
1,62,62
1,98,98
1,89,93
0,61,73
1,61,61
0,84,88
0,71,86
0,88,96
0,94,98
0,60,68
1,74,75
1,90,90
0,65,82
0,70,95
0,75,81
0,50,83
0,92,97
0,55,99
0,89,96
1,97,98
0,82,98
0,63,90
1,98,99
0,72,92
